"path"	"group"	"extension"	"bytes"	"loc"	"nonblank"
"docs/lines/超长文件拆分方案.md"	"documentation"	".md"	"371"	"14"	"11"
"docs/lines/过度工程化审查.md"	"documentation"	".md"	"448"	"14"	"11"
"docs/lines/选区契约(Part5).md"	"documentation"	".md"	"252"	"11"	"9"
"docs/lines/选择契约-T18.md"	"documentation"	".md"	"243"	"11"	"9"
"docs/lines/阅读器完善.md"	"documentation"	".md"	"374"	"14"	"11"
"docs/lines/阅读器页UI优化.md"	"documentation"	".md"	"391"	"14"	"11"
"docs/lines/降噪超分子系统.md"	"documentation"	".md"	"613"	"11"	"9"
"docs/lines/顶栏重构.md"	"documentation"	".md"	"231"	"11"	"9"
"docs/planning/2026-07-11-uiux-refactor/findings.md"	"documentation"	".md"	"142777"	"752"	"589"
"docs/planning/2026-07-11-uiux-refactor/progress.md"	"documentation"	".md"	"129000"	"733"	"616"
"docs/planning/2026-07-11-uiux-refactor/realtest-checklist-S1.md"	"documentation"	".md"	"8062"	"78"	"57"
"docs/planning/2026-07-11-uiux-refactor/realtest-round10-2026-07-15-合并验收.md"	"documentation"	".md"	"40331"	"484"	"398"
"docs/planning/2026-07-11-uiux-refactor/realtest-round11-2026-07-18-复验与残留验收.md"	"documentation"	".md"	"14255"	"192"	"153"
"docs/planning/2026-07-11-uiux-refactor/realtest-round2-2026-07-12.md"	"documentation"	".md"	"4004"	"54"	"42"
"docs/planning/2026-07-11-uiux-refactor/realtest-round3-2026-07-12.md"	"documentation"	".md"	"2944"	"42"	"33"
"docs/planning/2026-07-11-uiux-refactor/realtest-round4-2026-07-13.md"	"documentation"	".md"	"4503"	"55"	"44"
"docs/planning/2026-07-11-uiux-refactor/realtest-round5-2026-07-13-uipopover.md"	"documentation"	".md"	"5711"	"66"	"51"
"docs/planning/2026-07-11-uiux-refactor/realtest-round6-2026-07-13-selectionbar.md"	"documentation"	".md"	"9069"	"114"	"91"
"docs/planning/2026-07-11-uiux-refactor/realtest-round7-2026-07-13-两栏对齐.md"	"documentation"	".md"	"6213"	"78"	"63"
"docs/planning/2026-07-11-uiux-refactor/realtest-round8-2026-07-13-视图路由化与URL同步.md"	"documentation"	".md"	"7818"	"92"	"77"
"docs/planning/2026-07-11-uiux-refactor/realtest-round9-2026-07-15-S7token闭环.md"	"documentation"	".md"	"8923"	"111"	"94"
"docs/planning/2026-07-11-uiux-refactor/task_plan.md"	"documentation"	".md"	"45838"	"393"	"372"
"docs/planning/2026-07-14-统一文件树与画廊目录排序/B-file-iii-全局filename-rank内存化-详细设计.md"	"documentation"	".md"	"30113"	"241"	"177"
"docs/planning/2026-07-14-统一文件树与画廊目录排序/findings.md"	"documentation"	".md"	"11109"	"124"	"94"
"docs/planning/2026-07-14-统一文件树与画廊目录排序/progress.md"	"documentation"	".md"	"25504"	"122"	"111"
"docs/planning/2026-07-14-统一文件树与画廊目录排序/task_plan.md"	"documentation"	".md"	"18716"	"248"	"187"
"docs/planning/2026-07-14-统一文件树与画廊目录排序/方案B-持久化排序键列-详细设计.md"	"documentation"	".md"	"60617"	"706"	"589"
"docs/planning/2026-07-16-queries模块拆分方案/findings.md"	"documentation"	".md"	"8905"	"76"	"61"
"docs/planning/2026-07-16-queries模块拆分方案/p0-baseline/api_manifest.txt"	"documentation"	".txt"	"5759"	"232"	"232"
"docs/planning/2026-07-16-queries模块拆分方案/p0-baseline/consumers.txt"	"documentation"	".txt"	"1447"	"42"	"42"
"docs/planning/2026-07-16-queries模块拆分方案/p0-baseline/tests_full.txt"	"documentation"	".txt"	"46605"	"695"	"695"
"docs/planning/2026-07-16-queries模块拆分方案/p0-baseline/tests_queries_lastnames.txt"	"documentation"	".txt"	"5457"	"138"	"138"
"docs/planning/2026-07-16-queries模块拆分方案/progress.md"	"documentation"	".md"	"15290"	"100"	"75"
"docs/planning/2026-07-16-queries模块拆分方案/task_plan.md"	"documentation"	".md"	"9422"	"87"	"74"
"docs/planning/2026-07-17-批量15项问题清单/designs-难项方案.md"	"documentation"	".md"	"7760"	"105"	"87"
"docs/planning/2026-07-17-批量15项问题清单/findings.md"	"documentation"	".md"	"16922"	"143"	"117"
"docs/planning/2026-07-17-批量15项问题清单/progress.md"	"documentation"	".md"	"7067"	"75"	"69"
"docs/planning/2026-07-17-批量15项问题清单/task_plan.md"	"documentation"	".md"	"8860"	"107"	"92"
"docs/planning/2026-07-17-文档缩略图叠加标题与章节/findings.md"	"documentation"	".md"	"9325"	"107"	"89"
"docs/planning/2026-07-17-文档缩略图叠加标题与章节/progress.md"	"documentation"	".md"	"2740"	"43"	"39"
"docs/planning/2026-07-17-文档缩略图叠加标题与章节/task_plan.md"	"documentation"	".md"	"4300"	"71"	"58"
"docs/planning/2026-07-21-备份测试硬化专项/findings.md"	"documentation"	".md"	"1316"	"25"	"20"
"docs/planning/2026-07-21-备份测试硬化专项/progress.md"	"documentation"	".md"	"812"	"18"	"15"
"docs/planning/2026-07-21-备份测试硬化专项/task_plan.md"	"documentation"	".md"	"1552"	"40"	"31"
"docs/planning/2026-07-23-OCR文字提取/construction-plan.md"	"documentation"	".md"	"44951"	"481"	"392"
"docs/planning/2026-07-23-OCR文字提取/findings.md"	"documentation"	".md"	"3782"	"38"	"33"
"docs/planning/2026-07-23-OCR文字提取/model-assets.md"	"documentation"	".md"	"13009"	"80"	"61"
"docs/planning/2026-07-23-OCR文字提取/progress.md"	"documentation"	".md"	"8101"	"56"	"48"
"docs/planning/2026-07-23-OCR文字提取/recon-codebase.md"	"documentation"	".md"	"12965"	"331"	"269"
"docs/planning/2026-07-23-OCR文字提取/recon-exotic.md"	"documentation"	".md"	"11934"	"233"	"182"
"docs/planning/2026-07-23-OCR文字提取/research-web.md"	"documentation"	".md"	"24370"	"197"	"155"
"docs/planning/2026-07-23-OCR文字提取/task_plan.md"	"documentation"	".md"	"3495"	"59"	"47"
"docs/planning/2026-07-23-自定义ICC与色域切换/attachments/plan-B.md"	"documentation"	".md"	"15953"	"138"	"116"
"docs/planning/2026-07-23-自定义ICC与色域切换/attachments/recon-A-缩略图链.md"	"documentation"	".md"	"4599"	"125"	"90"
"docs/planning/2026-07-23-自定义ICC与色域切换/attachments/recon-B-渲染与前端.md"	"documentation"	".md"	"6632"	"128"	"96"
"docs/planning/2026-07-23-自定义ICC与色域切换/findings.md"	"documentation"	".md"	"4228"	"50"	"40"
"docs/planning/2026-07-23-自定义ICC与色域切换/progress.md"	"documentation"	".md"	"5836"	"54"	"46"
"docs/planning/2026-07-23-自定义ICC与色域切换/task_plan.md"	"documentation"	".md"	"5992"	"77"	"61"
"docs/planning/2026-07-24-降噪超分子系统/design.md"	"documentation"	".md"	"24133"	"203"	"158"
"docs/planning/2026-07-24-降噪超分子系统/findings.md"	"documentation"	".md"	"4969"	"38"	"33"
"docs/planning/2026-07-24-降噪超分子系统/progress.md"	"documentation"	".md"	"7108"	"62"	"53"
"docs/planning/2026-07-24-降噪超分子系统/scratchpad/ai-pipeline-map.md"	"documentation"	".md"	"14662"	"327"	"227"
"docs/planning/2026-07-24-降噪超分子系统/scratchpad/industry-research.md"	"documentation"	".md"	"27380"	"174"	"143"
"docs/planning/2026-07-24-降噪超分子系统/scratchpad/plugin-store-map.md"	"documentation"	".md"	"18277"	"369"	"306"
"docs/planning/2026-07-24-降噪超分子系统/task_plan.md"	"documentation"	".md"	"6041"	"77"	"62"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/ContentViewer-vue.md"	"documentation"	".md"	"21695"	"228"	"191"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/DocumentViewer-vue.md"	"documentation"	".md"	"24120"	"219"	"181"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/FoldersSection-vue.md"	"documentation"	".md"	"27229"	"320"	"272"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/MediaGrid-vue.md"	"documentation"	".md"	"30872"	"238"	"189"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/MediaGridCanvas-vue.md"	"documentation"	".md"	"22714"	"180"	"127"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/faces-rs.md"	"documentation"	".md"	"21660"	"309"	"258"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/layout-rs.md"	"documentation"	".md"	"21467"	"313"	"259"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/lib-rs.md"	"documentation"	".md"	"21962"	"218"	"180"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/scan-rs.md"	"documentation"	".md"	"16428"	"219"	"185"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/tierB-1.md"	"documentation"	".md"	"8024"	"68"	"44"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/tierB-2.md"	"documentation"	".md"	"8331"	"71"	"47"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/tierB-3.md"	"documentation"	".md"	"6057"	"67"	"43"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/tierB-4.md"	"documentation"	".md"	"5962"	"60"	"40"
"docs/planning/2026-07-25-超长文件拆分方案/analysis/worker_client-rs.md"	"documentation"	".md"	"13528"	"122"	"92"
"docs/planning/2026-07-25-超长文件拆分方案/attachments/尺寸榜单-2026-07-25.md"	"documentation"	".md"	"2835"	"73"	"67"
"docs/planning/2026-07-25-超长文件拆分方案/findings.md"	"documentation"	".md"	"6658"	"63"	"56"
"docs/planning/2026-07-25-超长文件拆分方案/progress.md"	"documentation"	".md"	"1336"	"27"	"22"
"docs/planning/2026-07-25-超长文件拆分方案/task_plan.md"	"documentation"	".md"	"3203"	"59"	"45"
"docs/planning/2026-07-25-超长文件拆分施工/findings.md"	"documentation"	".md"	"5959"	"43"	"37"
"docs/planning/2026-07-25-超长文件拆分施工/progress.md"	"documentation"	".md"	"4040"	"47"	"38"
"docs/planning/2026-07-25-超长文件拆分施工/task_plan.md"	"documentation"	".md"	"6660"	"81"	"68"
"docs/planning/2026-07-31-全仓代码深度审查与直修/findings.md"	"documentation"	".md"	"7024"	"50"	"45"
"docs/planning/2026-07-31-全仓代码深度审查与直修/progress.md"	"documentation"	".md"	"3365"	"26"	"23"
"docs/planning/2026-07-31-全仓代码深度审查与直修/task_plan.md"	"documentation"	".md"	"2961"	"60"	"48"
"docs/planning/2026-08-03-首次AI语义搜索结果不显示/findings.md"	"documentation"	".md"	"2525"	"28"	"23"
"docs/planning/2026-08-03-首次AI语义搜索结果不显示/progress.md"	"documentation"	".md"	"1398"	"21"	"18"
"docs/planning/2026-08-03-首次AI语义搜索结果不显示/task_plan.md"	"documentation"	".md"	"1388"	"45"	"35"
"docs/planning/2026-08-14-Kun-0.2.28与Scrollery-UI对比重做/findings.md"	"documentation"	".md"	"3962"	"33"	"28"
"docs/planning/2026-08-14-Kun-0.2.28与Scrollery-UI对比重做/progress.md"	"documentation"	".md"	"1526"	"20"	"17"
"docs/planning/2026-08-14-Kun-0.2.28与Scrollery-UI对比重做/task_plan.md"	"documentation"	".md"	"1289"	"46"	"35"
"docs/planning/2026-08-14-Kun与Scrollery-UI清透感对比分析/findings.md"	"documentation"	".md"	"4696"	"35"	"29"
"docs/planning/2026-08-14-Kun与Scrollery-UI清透感对比分析/progress.md"	"documentation"	".md"	"1484"	"21"	"18"
"docs/planning/2026-08-14-Kun与Scrollery-UI清透感对比分析/task_plan.md"	"documentation"	".md"	"1270"	"45"	"34"
"docs/planning/2026-08-14-完成可收口任务核实与回写/_missing-lines.txt"	"documentation"	".txt"	"1033"	"31"	"31"
"docs/planning/2026-08-15-分批提交所有改动/findings.md"	"documentation"	".md"	"884"	"23"	"18"
"docs/planning/2026-08-15-分批提交所有改动/progress.md"	"documentation"	".md"	"982"	"20"	"17"
"docs/planning/2026-08-15-分批提交所有改动/task_plan.md"	"documentation"	".md"	"1004"	"38"	"29"
"docs/planning/2026-08-16-全仓文档门禁47项修订方案/findings.md"	"documentation"	".md"	"2111"	"30"	"25"
"docs/planning/2026-08-16-全仓文档门禁47项修订方案/progress.md"	"documentation"	".md"	"1273"	"22"	"19"
"docs/planning/2026-08-16-全仓文档门禁47项修订方案/task_plan.md"	"documentation"	".md"	"2149"	"57"	"45"
"docs/planning/2026-08-16-核实Canvas画廊缩略图性能审查/closeout.md"	"documentation"	".md"	"366"	"12"	"10"
"docs/planning/2026-08-16-核实Canvas画廊缩略图性能审查/findings.md"	"documentation"	".md"	"5685"	"38"	"33"
"docs/planning/2026-08-16-核实Canvas画廊缩略图性能审查/progress.md"	"documentation"	".md"	"2622"	"26"	"23"
"docs/planning/2026-08-16-核实Canvas画廊缩略图性能审查/task_plan.md"	"documentation"	".md"	"2631"	"55"	"44"
"docs/planning/2026-08-17-侧栏动画与画廊重排修复/findings.md"	"documentation"	".md"	"4523"	"48"	"39"
"docs/planning/2026-08-17-侧栏动画与画廊重排修复/progress.md"	"documentation"	".md"	"14483"	"101"	"85"
"docs/planning/2026-08-17-侧栏动画与画廊重排修复/task_plan.md"	"documentation"	".md"	"2638"	"51"	"39"
"docs/planning/2026-08-17-画廊与大图预览闪烁分析/findings.md"	"documentation"	".md"	"21514"	"133"	"116"
"docs/planning/2026-08-17-画廊与大图预览闪烁分析/progress.md"	"documentation"	".md"	"30743"	"171"	"147"
"docs/planning/2026-08-17-画廊与大图预览闪烁分析/task_plan.md"	"documentation"	".md"	"11228"	"130"	"110"
"docs/planning/2026-08-18-未提交画廊改动故障审查/backup/uncommitted-src-before-head-restore.patch"	"documentation"	".patch"	"510879"	"12402"	"12065"
"docs/planning/2026-08-18-未提交画廊改动故障审查/findings.md"	"documentation"	".md"	"3145"	"35"	"29"
"docs/planning/2026-08-18-未提交画廊改动故障审查/progress.md"	"documentation"	".md"	"2099"	"24"	"20"
"docs/planning/2026-08-18-未提交画廊改动故障审查/task_plan.md"	"documentation"	".md"	"2112"	"52"	"41"
"docs/planning/2026-08-19-大图加载后重复闪烁排查/findings.md"	"documentation"	".md"	"7211"	"59"	"45"
"docs/planning/2026-08-19-大图加载后重复闪烁排查/progress.md"	"documentation"	".md"	"6654"	"84"	"59"
"docs/planning/2026-08-19-大图加载后重复闪烁排查/task_plan.md"	"documentation"	".md"	"2552"	"60"	"42"
"docs/planning/2026-08-19-清透材质化UI实施计划/findings.md"	"documentation"	".md"	"3797"	"39"	"30"
"docs/planning/2026-08-19-清透材质化UI实施计划/progress.md"	"documentation"	".md"	"5094"	"43"	"32"
"docs/planning/2026-08-19-清透材质化UI实施计划/task_plan.md"	"documentation"	".md"	"15050"	"142"	"109"
"docs/planning/2026-08-21-UI清透感与材质体验升级/findings.md"	"documentation"	".md"	"2124"	"27"	"23"
"docs/planning/2026-08-21-UI清透感与材质体验升级/progress.md"	"documentation"	".md"	"1579"	"34"	"31"
"docs/planning/2026-08-21-UI清透感与材质体验升级/task_plan.md"	"documentation"	".md"	"2697"	"53"	"39"
"docs/planning/2026-08-24-窗口材质毛玻璃/findings.md"	"documentation"	".md"	"7127"	"48"	"43"
"docs/planning/2026-08-24-窗口材质毛玻璃/progress.md"	"documentation"	".md"	"8636"	"59"	"49"
"docs/planning/2026-08-24-窗口材质毛玻璃/task_plan.md"	"documentation"	".md"	"5485"	"73"	"62"
"docs/planning/2026-08-25-Vditor文档阅读接入方案分析/findings.md"	"documentation"	".md"	"5508"	"43"	"37"
"docs/planning/2026-08-25-Vditor文档阅读接入方案分析/progress.md"	"documentation"	".md"	"3541"	"31"	"27"
"docs/planning/2026-08-25-Vditor文档阅读接入方案分析/task_plan.md"	"documentation"	".md"	"3552"	"59"	"49"
"docs/planning/2026-08-25-启动界面优化/findings.md"	"documentation"	".md"	"3809"	"39"	"34"
"docs/planning/2026-08-25-启动界面优化/progress.md"	"documentation"	".md"	"4696"	"40"	"33"
"docs/planning/2026-08-25-启动界面优化/task_plan.md"	"documentation"	".md"	"2931"	"60"	"48"
"docs/planning/2026-08-25-文件树分类筛选方案/findings.md"	"documentation"	".md"	"3830"	"43"	"38"
"docs/planning/2026-08-25-文件树分类筛选方案/progress.md"	"documentation"	".md"	"4792"	"47"	"38"
"docs/planning/2026-08-25-文件树分类筛选方案/task_plan.md"	"documentation"	".md"	"4327"	"77"	"64"
"docs/planning/2026-08-25-许可证迁移修复/findings.md"	"documentation"	".md"	"2382"	"29"	"22"
"docs/planning/2026-08-25-许可证迁移修复/progress.md"	"documentation"	".md"	"2530"	"30"	"23"
"docs/planning/2026-08-25-许可证迁移修复/task_plan.md"	"documentation"	".md"	"2575"	"52"	"39"
"docs/planning/2026-08-25-设置页UI重构/findings.md"	"documentation"	".md"	"2880"	"39"	"30"
"docs/planning/2026-08-25-设置页UI重构/progress.md"	"documentation"	".md"	"2104"	"23"	"18"
"docs/planning/2026-08-25-设置页UI重构/task_plan.md"	"documentation"	".md"	"2996"	"62"	"43"
"docs/planning/2026-08-26-扫描分析进度可感知/findings.md"	"documentation"	".md"	"24719"	"170"	"136"
"docs/planning/2026-08-26-扫描分析进度可感知/progress.md"	"documentation"	".md"	"13005"	"89"	"72"
"docs/planning/2026-08-26-扫描分析进度可感知/task_plan.md"	"documentation"	".md"	"7206"	"115"	"96"
"docs/planning/2026-08-26-文档阅读器全管线调查/findings.md"	"documentation"	".md"	"7367"	"76"	"56"
"docs/planning/2026-08-26-文档阅读器全管线调查/progress.md"	"documentation"	".md"	"1485"	"21"	"18"
"docs/planning/2026-08-26-文档阅读器全管线调查/task_plan.md"	"documentation"	".md"	"2115"	"52"	"41"
"docs/planning/2026-08-26-视频详情播放-worker修复/findings.md"	"documentation"	".md"	"2099"	"35"	"27"
"docs/planning/2026-08-26-视频详情播放-worker修复/progress.md"	"documentation"	".md"	"1121"	"20"	"17"
"docs/planning/2026-08-26-视频详情播放-worker修复/task_plan.md"	"documentation"	".md"	"2494"	"53"	"39"
"docs/planning/2026-08-29-资源去重方向分析/findings.md"	"documentation"	".md"	"2605"	"30"	"25"
"docs/planning/2026-08-29-资源去重方向分析/progress.md"	"documentation"	".md"	"1156"	"20"	"17"
"docs/planning/2026-08-29-资源去重方向分析/task_plan.md"	"documentation"	".md"	"1336"	"44"	"34"
"docs/planning/2026-08-30-精确内容去重施工/closeout.md"	"documentation"	".md"	"3343"	"33"	"29"
"docs/planning/2026-08-30-精确内容去重施工/findings.md"	"documentation"	".md"	"3885"	"42"	"37"
"docs/planning/2026-08-30-精确内容去重施工/progress.md"	"documentation"	".md"	"5456"	"35"	"32"
"docs/planning/2026-08-30-精确内容去重施工/task_plan.md"	"documentation"	".md"	"4483"	"70"	"58"
"docs/planning/2026-08-31-整体样式重构美化方案/findings.md"	"documentation"	".md"	"5554"	"47"	"39"
"docs/planning/2026-08-31-整体样式重构美化方案/progress.md"	"documentation"	".md"	"4322"	"38"	"31"
"docs/planning/2026-08-31-整体样式重构美化方案/task_plan.md"	"documentation"	".md"	"6476"	"113"	"92"
"docs/planning/2026-09-02-tauri-dev启动卡死诊断/findings.md"	"documentation"	".md"	"2623"	"29"	"23"
"docs/planning/2026-09-02-tauri-dev启动卡死诊断/progress.md"	"documentation"	".md"	"1591"	"22"	"19"
"docs/planning/2026-09-02-tauri-dev启动卡死诊断/task_plan.md"	"documentation"	".md"	"1701"	"44"	"35"
"docs/planning/2026-09-02-主画廊重复项体验重设计分析/findings.md"	"documentation"	".md"	"6264"	"51"	"46"
"docs/planning/2026-09-02-主画廊重复项体验重设计分析/progress.md"	"documentation"	".md"	"2295"	"23"	"19"
"docs/planning/2026-09-02-主画廊重复项体验重设计分析/task_plan.md"	"documentation"	".md"	"5447"	"82"	"68"
"docs/planning/2026-09-02-主画廊重复项浏览施工/findings.md"	"documentation"	".md"	"7998"	"62"	"54"
"docs/planning/2026-09-02-主画廊重复项浏览施工/progress.md"	"documentation"	".md"	"12874"	"71"	"63"
"docs/planning/2026-09-02-主画廊重复项浏览施工/task_plan.md"	"documentation"	".md"	"3570"	"77"	"63"
"docs/planning/2026-09-02-内容去重文件夹优先复核施工/findings.md"	"documentation"	".md"	"2325"	"32"	"27"
"docs/planning/2026-09-02-内容去重文件夹优先复核施工/progress.md"	"documentation"	".md"	"4017"	"30"	"26"
"docs/planning/2026-09-02-内容去重文件夹优先复核施工/task_plan.md"	"documentation"	".md"	"3063"	"55"	"45"
"docs/planning/2026-09-02-内容去重文件夹优先方案设计/findings.md"	"documentation"	".md"	"2995"	"38"	"33"
"docs/planning/2026-09-02-内容去重文件夹优先方案设计/progress.md"	"documentation"	".md"	"962"	"18"	"15"
"docs/planning/2026-09-02-内容去重文件夹优先方案设计/task_plan.md"	"documentation"	".md"	"2921"	"57"	"46"
"docs/planning/2026-09-06-主题色浓度设置/findings.md"	"documentation"	".md"	"1973"	"26"	"21"
